,Word,Letter1,Letter2,Letter3,Letter4,Letter5,IsFeasible,ExpectedEntropy
263,hoard,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
264,sweet,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
265,month,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
267,watch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
274,lynch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
276,allow,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
277,renew,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
278,their,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
279,slosh,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
281,chest,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
284,nymph,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
286,shall,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
287,harry,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
289,lowly,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
292,fewer,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
293,shawl,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
303,chunk,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
306,shame,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
307,cheek,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
316,askew,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
317,heist,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
318,shown,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
320,hasty,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
321,trash,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
326,hairy,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
328,homer,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
333,butch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
346,hinge,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
348,vouch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
356,showy,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
357,phase,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
358,froth,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
359,depth,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
363,girth,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
372,blown,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
377,awful,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
384,gawky,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
385,hutch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
393,hydro,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
396,wench,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
400,berth,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
402,night,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
405,wedge,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
408,wacky,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
413,aphid,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
416,power,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
418,cinch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
426,youth,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
427,rhyme,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
436,hunky,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
437,khaki,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
440,twice,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
441,twang,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
442,shrug,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
445,waste,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
447,woven,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
450,clown,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
451,widow,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
455,chief,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
459,charm,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
462,whoop,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
466,theme,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
470,alpha,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
471,thyme,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
475,chute,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
479,sooth,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
492,twine,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
494,bough,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
495,marsh,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
496,sloth,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
499,howdy,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
506,catch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
521,waltz,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
526,photo,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
535,there,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
536,glyph,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
537,pooch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
538,hippy,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
542,gulch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
545,threw,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
549,shock,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
567,mulch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
574,wrest,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
575,mocha,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
587,swine,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
591,tough,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
593,chaos,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
595,human,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
597,lunch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
617,honey,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
619,sheen,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
624,wharf,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
626,coach,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
630,spawn,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
635,chose,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
640,woozy,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
641,handy,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
652,chase,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
656,heart,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
657,shade,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
662,dowel,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
663,couch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
665,bowel,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
675,award,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
679,frown,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
682,humid,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
684,lymph,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
686,might,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
693,write,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
695,loath,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
696,chaff,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
705,pushy,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
707,hater,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
709,awoke,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
710,brawn,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
711,swift,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
713,birch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
717,ghost,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
720,winch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
723,house,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
726,lurch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
734,chump,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
746,plush,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
759,shaft,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
762,china,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
764,vowel,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
771,flown,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
774,thank,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
779,dowdy,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
786,swore,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
791,horny,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
806,twirl,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
811,whisk,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
812,hovel,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
813,rehab,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
814,macaw,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
818,sushi,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
823,thump,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
826,chord,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
828,march,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
829,crowd,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
853,shook,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
861,weave,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
867,wryly,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
874,woken,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
876,wreck,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
877,dwelt,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
882,hazel,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
883,wrist,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
893,beech,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
899,eight,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
904,shunt,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
907,worst,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
908,sweep,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
917,waive,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
918,choir,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
927,hotly,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
928,laugh,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
934,hardy,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
935,shied,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
936,drawl,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
947,cough,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
949,shoal,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
951,bathe,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
953,check,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
964,haven,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
966,swear,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
968,dough,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
970,wagon,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
973,harem,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
974,pitch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
975,sworn,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
984,earth,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
989,child,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
993,husky,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1004,share,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1006,hoist,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1016,sheet,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1022,porch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1026,shady,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1035,shear,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1039,shank,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1042,which,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1045,shell,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1046,would,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1052,bushy,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1054,swoon,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1056,pouch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1059,crown,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1065,rajah,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1066,straw,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1068,crash,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1070,third,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1073,woody,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1077,where,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1079,beach,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1093,halve,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1099,worry,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1103,finch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1104,ashen,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1112,sheik,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1117,touch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1121,south,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1127,lower,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1129,sweat,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1133,swami,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1134,notch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1136,roach,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1137,hitch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1146,swarm,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1154,heady,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1155,theta,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1158,quoth,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1160,shalt,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1166,shelf,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1172,worth,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1182,chuck,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1184,fishy,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1185,tooth,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1186,ether,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1189,swath,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1191,while,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1198,aware,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1200,shift,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1202,bylaw,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1204,three,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1207,shirk,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1213,shape,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1215,wheel,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1220,chore,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1233,short,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1238,conch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1249,dwell,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1254,smash,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1257,shove,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1260,swamp,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1263,wager,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1270,ninth,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1287,fetch,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1290,aglow,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1293,shyly,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1295,prowl,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1296,thief,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1300,tweet,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1301,waist,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1304,havoc,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1310,swish,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1324,grown,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1325,horde,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1327,shuck,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1333,wider,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1336,chafe,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1337,cache,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1342,cheap,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1348,rowdy,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1349,shoot,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1375,owner,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1377,reach,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1389,shaky,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
1390,hover,0.0,-2.0078587585566985,0.0,0.0,0.0,0,-2.0078587585566985
